area,perimeter,eccentricity,circularity,mean_r,mean_g,mean_b,std_r,std_g,std_b,contrast,homogeneity,label
734.0,142.79898987322332,0.08090068538433236,0.4523302715097939,0.872364,0.74692875,0.71622145,0.10725513,0.12468362,0.08157844,216.9074074074074,0.15798271880438522,7
732.0,137.55634918610406,0.029300434537913117,0.4861381044274499,0.91175973,0.7936825,0.73693484,0.16871037,0.17796697,0.10485668,289.3611111111111,0.28579502716167454,2
673.0,160.2842712474619,0.17212125357147462,0.329187332168706,0.8229292,0.69643354,0.7029612,0.21371226,0.22697052,0.12045608,491.12830687830694,0.15099220010889314,6
557.0,168.76955262170046,0.21255203378831047,0.2457405697604999,0.81855243,0.6810574,0.7002802,0.23702975,0.27529028,0.14415663,589.5489417989418,0.18694001396777316,1
658.0,170.52691193458116,0.21820664764487238,0.284347819736696,0.8008253,0.6563026,0.7000251,0.20178638,0.22452986,0.111730285,484.8624338624338,0.10825964362766441,6
513.0,188.84062043356596,0.24346400210915065,0.18077417651579222,0.7617397,0.6085184,0.66355544,0.21285762,0.24648914,0.13173953,597.6097883597884,0.09282896552275349,1
525.0,163.698484809835,0.420933068296172,0.24619535126563738,0.78562427,0.6521559,0.7106443,0.19989043,0.23566684,0.09752888,395.5939153439153,0.13088792467409618,5
509.0,186.5269119345812,0.09260171413786845,0.18384196180219042,0.69398266,0.56159467,0.6743398,0.1949585,0.22554155,0.09960145,461.28042328042324,0.09248520332879194,5
14.0,11.414213562373096,0.6072856123196265,1.350348630469137,0.8930222,0.7677421,0.732443,0.1206057,0.13500768,0.0886553,231.75793650793648,0.179865566109674,7
428.0,172.29036790187178,0.5500079263459701,0.1811889199729976,0.8853241,0.77060825,0.72170866,0.11529494,0.12770389,0.08510233,190.37037037037032,0.1787079181613387,7
626.0,158.2842712474619,0.1483996654182333,0.3139848366837758,0.7854592,0.6621549,0.6835634,0.25542632,0.26925573,0.14331225,668.3902116402116,0.10069756566281228,0
643.0,174.76955262170048,0.131258715138539,0.2645387443987678,0.79059625,0.65624255,0.6893457,0.20344707,0.22402102,0.121001855,549.2976190476189,0.09628793404348268,6
629.0,158.8700576850888,0.10646898761882721,0.31316729637367674,0.7930323,0.6670268,0.69497305,0.21999623,0.23232433,0.11791616,601.7275132275133,0.09587562932337346,4
511.0,174.97665940288704,0.12945820908188183,0.20973481263623017,0.7460284,0.6133804,0.6833183,0.25195825,0.27975124,0.13028023,564.1296296296297,0.12631578629212872,5
453.0,178.66904755831214,0.5091680091495727,0.17832384567731438,0.7546969,0.6097839,0.69416267,0.24286416,0.2735288,0.12248656,557.6335978835979,0.15876401995773504,3
719.0,140.97056274847714,0.0878452688662852,0.45465491204416875,0.86396056,0.7467036,0.7142507,0.18606028,0.19900377,0.11729179,451.16137566137564,0.23679233666217353,2
460.0,145.5269119345812,0.6577372887211549,0.27294872386448715,0.7647259,0.6217187,0.66873753,0.22519752,0.2615777,0.12704457,357.81878306878303,0.1704980244079428,1
597.0,163.1126983722081,0.13217540274727743,0.2819737307964846,0.8296868,0.69893956,0.7011655,0.20919344,0.24811463,0.12835114,565.2605820105819,0.17806953625179328,1
576.0,176.52691193458116,0.22022983664482507,0.2322792951499731,0.8154612,0.6659564,0.70182574,0.20963971,0.24443729,0.11307979,376.9179894179894,0.15907613043681254,6
662.0,162.87005768508882,0.0951354001439637,0.3136067148268638,0.79576826,0.67316926,0.69552326,0.21378987,0.23166047,0.11795447,526.1560846560847,0.111183340364271,6
507.0,179.01219330881977,0.17006672954297464,0.19881657865505534,0.7694328,0.6272459,0.68180776,0.23306508,0.2579585,0.12448623,547.1150793650794,0.10642399444371858,1
651.0,154.0416305603426,0.15633679651119303,0.34475822688588365,0.7914916,0.6602841,0.68421876,0.20414338,0.22555585,0.12287675,717.2063492063493,0.07824418288318477,4
536.0,174.76955262170048,0.14121298616415046,0.22051752254702878,0.7651161,0.63850045,0.68683976,0.2672169,0.2832483,0.1379314,637.4153439153439,0.15636307103021713,0
558.0,164.94112549695427,0.30289380582940945,0.2577425705368005,0.74617845,0.6210734,0.6846538,0.223316,0.24590118,0.11412856,436.16137566137564,0.10659808663520819,4
649.0,169.35533905932738,0.1395402759940206,0.2843523196754619,0.81320035,0.6850591,0.71036917,0.2122838,0.22891186,0.117671795,438.1124338624338,0.16574473507728268,6
502.0,194.5269119345812,0.49996775950757005,0.16670713816040303,0.70710784,0.55669266,0.667427,0.18471114,0.21365483,0.10182183,468.20370370370375,0.11758359678628758,3
552.0,171.69848480983498,0.20098901298135435,0.23529679759025332,0.747479,0.61516106,0.6716037,0.24187812,0.26751196,0.12576208,530.2566137566138,0.12011123982939556,0
415.0,179.5269119345812,0.22276724965558786,0.16180757140131025,0.73887056,0.5728291,0.66697687,0.19370209,0.22523978,0.104745716,374.6494708994709,0.08974500457074,1
449.0,181.35533905932738,0.28633665994905366,0.17155189263510398,0.7536415,0.5772709,0.65348136,0.17797385,0.2136669,0.098260164,326.494708994709,0.1063125082191459,1
580.0,173.35533905932738,0.23486849775896684,0.24252885367769017,0.7321279,0.5963435,0.68044716,0.17400533,0.20845783,0.100574836,350.73412698412693,0.14509459636135594,5
567.0,177.18376618407356,0.2130482114724321,0.22695777514735535,0.76966786,0.6369448,0.6809824,0.23097013,0.25041997,0.12785207,624.1388888888888,0.11233027474407864,3
473.0,180.76955262170048,0.16399064890155646,0.18189486478402433,0.6910364,0.52487993,0.64103645,0.24622118,0.27223718,0.13378972,590.8280423280423,0.08779026105272819,0
319.0,145.49137802864846,0.6093672409884926,0.18937647671110652,0.6128251,0.4672119,0.6319728,0.25760856,0.28485957,0.12547313,436.3492063492064,0.11683469630310418,3
529.0,173.69848480983498,0.2764013774118603,0.22032991956651626,0.7710385,0.62179875,0.6836034,0.2280149,0.25183612,0.11916062,368.8267195767196,0.1503794721055114,5
537.0,172.76955262170048,0.20620565343868524,0.2260735387287778,0.80841845,0.6807273,0.7004852,0.2302446,0.2636896,0.13423769,519.9973544973545,0.16247864392445605,1
260.0,120.11269837220809,0.8703796411125223,0.22646722819789838,0.87259907,0.7468137,0.7157313,0.13284945,0.14585803,0.0939543,340.62433862433863,0.19156901383984848,7
585.0,166.1126983722081,0.26807520514946875,0.2664158530722834,0.7933073,0.6605492,0.6900161,0.22904742,0.2549017,0.11044804,504.98677248677257,0.15301188304942048,4
636.0,168.90559159102153,0.2488503366377141,0.2801424519810835,0.8295818,0.7154362,0.7076181,0.22691178,0.24528368,0.1218268,307.00396825396825,0.16980530353974937,4
469.0,185.76955262170046,0.2246816775604396,0.17077867365315075,0.76750207,0.60144556,0.67078835,0.19745119,0.22548631,0.109060206,399.7724867724868,0.12047175866162513,1
713.0,162.698484809835,0.19857797614455983,0.3384795048459034,0.8989645,0.77488995,0.7408413,0.13827135,0.15801279,0.0966883,388.9206349206349,0.1800518727432731,7
623.0,164.8700576850888,0.1789618998727507,0.28801448551307945,0.76876754,0.62497,0.6802221,0.20563845,0.22326389,0.119677395,459.1534391534392,0.10801752903046989,6
656.0,166.698484809835,0.22114539898109403,0.29665412980323047,0.78806025,0.64685875,0.6832934,0.19801956,0.2160838,0.115961894,563.4695767195767,0.08285322864804363,6
677.0,150.6274169979695,0.09424429920182546,0.37496477854083443,0.8428172,0.71831733,0.710024,0.20531136,0.2098723,0.11127674,403.5701058201058,0.1359799129642082,2
472.0,179.01219330881977,0.25928638288031025,0.1850915682942527,0.7972539,0.6455983,0.6911015,0.22299999,0.26664126,0.1280738,419.4272486772487,0.15235461290375016,1
671.0,157.21320343559643,0.1829243772619139,0.3411570496114389,0.8291316,0.7022909,0.70756793,0.20212263,0.22331205,0.11071782,431.05820105820106,0.1643332987399835,6
620.0,159.45584412271572,0.08595608750595786,0.3064225141802966,0.7755552,0.6485344,0.679832,0.23125383,0.24835318,0.12482347,561.8029100529101,0.09880554880844442,4
649.0,160.8700576850888,0.171213329765138,0.31514043177822415,0.82817125,0.7027311,0.71665674,0.23382123,0.25061554,0.12748069,577.6005291005291,0.22539165945934794,4
575.0,168.5269119345812,0.12176290476495698,0.2544129319076256,0.7990296,0.6668218,0.69982994,0.24145591,0.26764703,0.13237424,647.5555555555555,0.18727360272261262,3
409.0,180.52691193458116,0.3550742830835675,0.15770638090690012,0.7142057,0.57658064,0.6835835,0.21530844,0.24842675,0.113701925,535.3492063492063,0.10893245019207062,5
513.0,174.94112549695427,0.23193486458373871,0.2106412370345284,0.79579335,0.6573479,0.68534416,0.23009107,0.26976192,0.13277295,526.5701058201059,0.17204393152731587,1
397.0,175.39087296526012,0.4240130897101748,0.16217592787561214,0.6766406,0.532398,0.6562925,0.24167942,0.2637182,0.107768476,410.542328042328,0.15674720444650891,3
372.0,158.2842712474619,0.43485922199018784,0.18658523841272298,0.8121498,0.6091887,0.6591387,0.17357056,0.24067545,0.12003217,470.265873015873,0.11691429809400289,1
460.0,158.28427124746193,0.46877669952316114,0.23072368190820583,0.76584136,0.59726894,0.66215485,0.21051557,0.24454486,0.13438988,584.9695767195767,0.07837787994367784,1
574.0,168.5269119345812,0.5106554663472535,0.2539704746347428,0.93657464,0.817532,0.75282115,0.09697404,0.114736,0.06801206,125.41137566137569,0.4084601833104518,7
399.0,153.18376618407356,0.6910000618441647,0.21367675215816442,0.7635554,0.602561,0.6755252,0.22631608,0.26432708,0.1301649,688.7089947089947,0.08876453734551006,1
338.0,178.87615433949867,0.6874460927503384,0.13274606785834073,0.86832243,0.734954,0.7064426,0.1129504,0.1241448,0.09284098,273.1097883597884,0.151169656776814,7
443.0,185.84062043356593,0.07183602396548626,0.1611878478978847,0.68638456,0.5452581,0.64636856,0.27155852,0.30190337,0.14576311,684.2605820105821,0.13266338548466222,3
473.0,177.35533905932738,0.19711667098526645,0.1889654782439914,0.739996,0.6123449,0.68717986,0.27508816,0.3067197,0.1368392,619.8862433862433,0.16422942242844812,3
565.0,171.94112549695427,0.14547726273422473,0.2401589529018898,0.77671564,0.63705486,0.6882553,0.22606248,0.25170922,0.12754114,600.30291005291,0.10338210623979413,1
423.0,165.73401871576772,0.368380469635833,0.19352046944785845,0.770043,0.60281116,0.6700881,0.20204628,0.24987397,0.11883695,400.88095238095235,0.1426803160545937,1
496.0,184.84062043356593,0.1221008723501589,0.18243018784063933,0.75032014,0.619918,0.70317125,0.25557634,0.27961802,0.12050543,387.64021164021165,0.17384945195217155,5
523.0,171.698484809835,0.14549993130113514,0.22293519047047544,0.70706785,0.60753304,0.7883804,0.19126214,0.2556786,0.10755627,374.53571428571433,0.1624192773976719,3
642.0,161.1126983722081,0.22919430074040953,0.3108031052552268,0.76947284,0.630017,0.6795068,0.1983597,0.21554159,0.11196706,429.33333333333326,0.10073935795788067,6
605.0,162.62741699796953,0.14828007599493442,0.28746019132620665,0.8185674,0.6957533,0.7078881,0.235201,0.26137054,0.13003656,564.5965608465608,0.16324466086269887,0
643.0,167.69848480983498,0.28389002822179843,0.2873178179900608,0.79459786,0.665016,0.6934374,0.19432428,0.21535094,0.10059888,538.2275132275132,0.08296746754076309,6
495.0,177.84062043356596,0.2993321165654455,0.19667679988696568,0.7242897,0.5807023,0.66565627,0.2607975,0.28549162,0.13968016,700.1785714285716,0.1302160199874619,0
633.0,165.69848480983498,0.16198658125916807,0.2897186812859474,0.8206582,0.6925471,0.70427674,0.2124389,0.23931038,0.11349548,433.1375661375661,0.13808105532917164,3
231.0,106.76955262170046,0.9065055192159476,0.25464021829623584,0.8918067,0.7758804,0.7262855,0.10309547,0.11547789,0.07659653,188.90873015873018,0.16785386683863268,7
638.0,160.28427124746193,0.09855150686026365,0.3120676343590406,0.84476286,0.7170868,0.72484493,0.22731122,0.25252533,0.118871,360.23148148148147,0.2389537554185439,3
465.0,204.39087296526012,0.2877079780919259,0.13987490989832657,0.64600843,0.49348742,0.6560625,0.17288552,0.19647868,0.081207536,296.52116402116405,0.10763743470857456,3
496.0,170.73401871576772,0.362773692598825,0.21382152116129957,0.7278662,0.61221486,0.6834284,0.26577294,0.28907746,0.13721718,947.9140211640213,0.09870469485492124,0
485.0,174.94112549695427,0.23689951075653892,0.19914424943810188,0.7829783,0.627641,0.6718437,0.20100601,0.24397124,0.11076515,382.765873015873,0.0885677888212199,1
282.0,118.21320343559643,0.7989110811845195,0.25358700799957246,0.59616846,0.44028115,0.6307373,0.24641366,0.2697552,0.1308221,633.1560846560847,0.10619385920691018,3
671.0,150.62741699796953,0.07378272769113063,0.37164160472806473,0.8015406,0.6788315,0.68347836,0.21977763,0.23079534,0.1284663,600.9007936507938,0.1257389338703537,4
733.0,136.97056274847714,0.04794699853216224,0.4909749770230132,0.9286015,0.8083183,0.7547219,0.11397003,0.13062637,0.0740485,144.57142857142856,0.28023961169709943,7
477.0,185.4619407771256,0.12613905068588604,0.17426839954123738,0.78139246,0.6066977,0.66992307,0.18079226,0.21287273,0.10901995,406.9695767195767,0.09163582416739002,1
519.0,171.94112549695427,0.1960594542568242,0.2206061885948333,0.75628257,0.61557627,0.67860645,0.26519433,0.2913929,0.14190415,669.8161375661376,0.15244439344630684,0
628.0,186.01219330881975,0.15572547848702084,0.22807972489228406,0.81712186,0.677516,0.7015556,0.20907368,0.23103192,0.115530565,435.1455026455026,0.1340273204958914,6
617.0,170.5269119345812,0.18036945075451885,0.26663009844611146,0.80016005,0.674895,0.70370156,0.21394613,0.23712713,0.11390727,546.1111111111112,0.15329832024907336,6
292.0,157.70458146424488,0.8094442436268262,0.147538069022082,0.8871949,0.76770204,0.72174376,0.11966627,0.13675086,0.086419374,245.25529100529099,0.17473316149755086,7
553.0,183.39087296526012,0.6089737466456057,0.2066234266791998,0.8481242,0.73782015,0.7153412,0.21648389,0.22690384,0.11746116,439.90740740740745,0.27333612199473317,2
652.0,166.2842712474619,0.248278494299522,0.2963160098165495,0.7946729,0.6531763,0.6839136,0.20515086,0.22081295,0.11132787,431.6468253968255,0.15938245891521383,6
16.0,12.0,0.0,1.39626339189919,0.7528761,0.6112745,0.6896909,0.21530035,0.24785413,0.1015183,294.35185185185185,0.13957980850194107,3
469.0,198.2193000900063,0.34651047584012373,0.1499998518424702,0.68270814,0.542322,0.66832733,0.17387123,0.20059583,0.089079306,367.69973544973544,0.10933980924834155,5
596.0,166.5269119345812,0.11927782913506763,0.2700767921095946,0.80744296,0.67107844,0.69486797,0.20977585,0.24307866,0.120492734,490.66137566137564,0.12625490988704058,3
673.0,150.21320343559643,0.27493694774427085,0.37480787945138844,0.79585844,0.6639155,0.6881852,0.20885332,0.22483936,0.106149144,311.1666666666667,0.19450049791552726,6
663.0,174.2842712474619,0.1679764109271426,0.2742881231605991,0.8456332,0.72241396,0.7194578,0.21252306,0.2355477,0.11791942,441.2116402116402,0.2312186961030629,6
659.0,161.69848480983498,0.2171447455029492,0.31672575336481124,0.82234895,0.6797719,0.71032417,0.21175762,0.23387454,0.10978554,442.58730158730157,0.1500857654087795,6
499.0,177.56244584051393,0.2991559796511044,0.19888781309719558,0.66593635,0.5308924,0.66036916,0.18902536,0.21391705,0.107258335,537.2552910052909,0.08295234177609068,5
517.0,186.46194077712556,0.3789944725301346,0.18686157567545328,0.9054972,0.78734,0.74041617,0.12851523,0.14078535,0.09047342,314.281746031746,0.249886223193542,7
332.0,117.11269837220809,0.8262965634133295,0.30418652566742976,0.9121699,0.79106647,0.74442285,0.109476484,0.12677595,0.07922489,201.9153439153439,0.26469386715615595,7
558.0,191.2193000900063,0.20763711839635451,0.19176997625643372,0.7876101,0.654867,0.6942277,0.23114271,0.25041604,0.12258074,442.81746031746036,0.1604041391222846,3
668.0,152.62741699796953,0.18364028571216653,0.3603472545364837,0.82099336,0.6854192,0.702696,0.20152883,0.22132494,0.10343129,387.0767195767196,0.1551061622059723,6
618.0,160.0416305603426,0.16906497412334773,0.30320223908494576,0.7905963,0.6630252,0.6864446,0.22631033,0.24558,0.12255122,485.260582010582,0.1539518444701598,4
536.0,175.35533905932738,0.23645063736943228,0.21904667582223622,0.7596289,0.632518,0.6878252,0.2355841,0.25843513,0.12107965,391.2208994708995,0.11299814906992062,5
10.0,8.207106781186548,0.7917413587484459,1.8656479257138443,0.68027216,0.5504602,0.64348745,0.22638354,0.24229354,0.13438225,665.5343915343915,0.08874798782660921,3
533.0,169.9411254969543,0.1373603540663516,0.2319210094448242,0.77350944,0.635069,0.6932523,0.24302255,0.26494095,0.12213181,518.366402116402,0.16464734597390068,0
266.0,104.87615433949868,0.6991818335640174,0.3039051030222858,0.86122453,0.7363846,0.7061674,0.13003673,0.14035943,0.09310922,286.5701058201059,0.16338988298340823,7
442.0,178.80508652763322,0.2650241443528954,0.1737290300924818,0.7443728,0.5856893,0.65278614,0.21037246,0.2473124,0.13090442,577.8955026455027,0.07669008725876295,1
377.0,174.31980515339464,0.25637016160230525,0.15590417685644553,0.68903065,0.54612345,0.67566025,0.19771485,0.22765708,0.096865974,441.5039682539683,0.08409427066877898,3
478.0,172.76955262170046,0.28817248933469003,0.20123491901742238,0.7770108,0.6234694,0.67585534,0.21117526,0.244028,0.11781889,457.2632275132275,0.09683823875143628,1
397.0,179.35533905932738,0.20116973558701567,0.1550856991171631,0.71060926,0.56820726,0.68129253,0.25019884,0.27708864,0.119887516,486.98941798941803,0.13018963188086008,3
469.0,150.18376618407356,0.5138493759206321,0.26129838452069337,0.8980392,0.7778911,0.73477393,0.1171426,0.1276748,0.079035565,179.74735449735454,0.23021243402380354,7
649.0,180.76955262170048,0.2406817363151937,0.24957667493621943,0.76434577,0.61950284,0.68183774,0.20697927,0.22270778,0.12031663,592.675925925926,0.07425147969315946,6
500.0,180.97665940288704,0.17573391011599376,0.1918380421510168,0.75068027,0.6078732,0.6840536,0.25806868,0.28104454,0.13912664,676.9563492063494,0.15332156474776304,3
641.0,156.0416305603426,0.07587992451964846,0.3308163257972664,0.81616646,0.6927922,0.7058924,0.24262683,0.2600489,0.135919,563.824074074074,0.16975161914458753,4
486.0,173.5269119345812,0.3305112088030338,0.2028207838782062,0.74359745,0.61972284,0.68605447,0.27354318,0.2974385,0.13690686,610.1164021164021,0.18100418595871137,3
474.0,188.21930009000633,0.24286718968647414,0.16813568494599257,0.7456182,0.5851091,0.65721285,0.19582246,0.22648773,0.11578371,555.3902116402116,0.08871634570230606,1
15.0,12.0,0.816496580927726,1.3089969299054907,0.6853742,0.537475,0.6504752,0.21877238,0.24238092,0.12141492,482.17460317460313,0.08196286558168774,3
461.0,197.84671708797583,0.5767765186517965,0.1479970615837722,0.91111445,0.79414266,0.74095136,0.109239966,0.1216046,0.07788858,178.9497354497354,0.19881397504073514,7
666.0,159.4558441227157,0.15709015568849322,0.32915708781302844,0.86366045,0.73932576,0.7114596,0.18066956,0.18846397,0.096123256,272.9232804232804,0.21482337468758694,2
648.0,158.0416305603426,0.15059595021177555,0.3260182158034596,0.8202331,0.6861345,0.707438,0.20460862,0.22041726,0.108377814,540.7195767195767,0.1534734431510883,6
492.0,181.5269119345812,0.36083521782529904,0.1876259600401746,0.7288666,0.5921419,0.6777911,0.23140627,0.26135868,0.11788484,516.7685185185186,0.11130270876528583,3
489.0,148.83452377915606,0.6228950303815781,0.27740313109670983,0.7905162,0.6701081,0.7021609,0.23626113,0.25969347,0.111828566,305.7526455026455,0.27906468172724014,3
340.0,105.24873734152916,0.7789959997160256,0.3857047544707619,0.69185174,0.5411565,0.6554022,0.22214347,0.24444154,0.11792844,586.0145502645503,0.08667219871205288,1
548.0,163.63351365237938,0.37466371516447394,0.2571851630146386,0.8280512,0.70483696,0.71423066,0.22439142,0.24292172,0.1297628,528.5119047619049,0.21068832257653924,6
486.0,143.84062043356596,0.668221408259212,0.2951773557610196,0.9058324,0.7929473,0.7365896,0.13686144,0.15106274,0.09039077,258.6362433862434,0.28224105857763865,7
739.0,137.1776695296637,0.2055684964188371,0.4935003459154385,0.90841836,0.7855942,0.73173773,0.099680446,0.11699134,0.07854973,223.19576719576722,0.18386762766697456,7
482.0,173.76955262170046,0.2638739112423663,0.20059011910158644,0.7788866,0.62496,0.6669918,0.22471094,0.2732772,0.14379734,584.2791005291004,0.12255198347846404,1
553.0,169.35533905932738,0.1303343741139103,0.24229095960020094,0.787475,0.6719838,0.70782316,0.22766547,0.24902748,0.10601658,355.8981481481481,0.16406952498995148,5
476.0,178.76955262170048,0.32974320988799677,0.18716718565523904,0.7753352,0.63947576,0.7055972,0.24117091,0.26862353,0.110068426,383.41798941798936,0.19549712515422388,3
719.0,140.97056274847714,0.07627372737154872,0.45465491204416875,0.8560474,0.7353091,0.71395063,0.1897403,0.19888645,0.116790295,521.9259259259259,0.16949768482924188,2
751.0,131.8994949366117,0.03351029954786473,0.5424547742509643,0.9154312,0.79406756,0.73390853,0.100355655,0.12385545,0.07634918,172.10846560846562,0.21669972062828036,7
463.0,175.84062043356593,0.44749430135738605,0.18817089048913918,0.7766807,0.622424,0.6740497,0.20558143,0.24483703,0.12927537,529.7142857142858,0.0955593945487481,1
720.0,144.42031021678298,0.18934642151898445,0.43379626996202214,0.87776107,0.75120544,0.722394,0.12487807,0.14456518,0.09287861,337.81878306878303,0.09835723794310688,7
580.0,165.1126983722081,0.1574739209099328,0.26734798036249185,0.8363296,0.70001,0.70735294,0.22219332,0.25306204,0.13253295,478.76190476190476,0.20991816212695708,1
649.0,184.18376618407356,0.21786243993811852,0.24040963134317347,0.8139806,0.6855192,0.70987904,0.19454113,0.21216477,0.114695765,611.2962962962963,0.11219514123448623,6
501.0,174.76955262170048,0.21003490616486367,0.20611805745533848,0.6987595,0.6011655,0.7809774,0.19915758,0.25081426,0.114322565,462.3425925925926,0.09896815528169098,3
656.0,172.5269119345812,0.1333273913368626,0.2769491301975231,0.7846239,0.6482893,0.6801471,0.20042937,0.22694318,0.10392053,412.3161375661375,0.1708562869081947,6
715.0,141.79898987322332,0.06755706038707822,0.44685809691813105,0.9185475,0.7983543,0.74381757,0.112877734,0.14176582,0.07332443,162.74470899470901,0.25318033575917104,7
626.0,168.698484809835,0.28557410879351103,0.27641514415844276,0.78329843,0.6471739,0.68455887,0.1773167,0.20217428,0.089818716,302.7724867724868,0.15962926124433924,6
562.0,171.94112549695427,0.3123192749682336,0.2388837726209948,0.7343487,0.63743,0.6859194,0.20089369,0.199475,0.099638864,334.69444444444446,0.08132125367501089,2
524.0,171.698484809835,0.2385537292478134,0.22336145278495056,0.7658064,0.61382055,0.6627401,0.21410331,0.2522203,0.13431709,627.6944444444445,0.0872231378036854,1
581.0,159.73401871576772,0.3756881628314721,0.28614829342884235,0.8184074,0.69859946,0.72874147,0.25031942,0.2743481,0.11767382,519.9907407407409,0.22984524269840398,2
516.0,182.976659402887,0.2740982864270829,0.19367259727593428,0.7311224,0.57325435,0.6791217,0.19369544,0.23132709,0.099696055,350.9722222222223,0.11365246044608154,5
528.0,157.66904755831214,0.5914968226389384,0.26690142850654064,0.9297618,0.81658155,0.7536364,0.10130647,0.1197167,0.07336988,131.60449735449737,0.2814594885107101,7
574.0,169.35533905932738,0.07826250072764986,0.2514918821166643,0.8141056,0.6916817,0.71421075,0.22868873,0.2400334,0.124660954,636.1600529100529,0.1578544264685559,6
615.0,171.35533905932738,0.1955023195519495,0.26320231117319715,0.8021309,0.6620348,0.7053522,0.204165,0.2323063,0.11581741,589.0330687830688,0.11301051254833894,6
533.0,185.31980515339464,0.05556625726200749,0.19502639956887344,0.78915566,0.6329932,0.68528414,0.2091495,0.2557588,0.11301557,294.52777777777777,0.15409967630826704,3
503.0,172.11269837220811,0.2471303348052104,0.21337917028811768,0.7183073,0.6318978,0.8071679,0.19561279,0.25486398,0.10820229,415.9047619047618,0.15705582186554326,3
555.0,179.29036790187178,0.4410783386068695,0.2169646251413393,0.84632856,0.7408413,0.7125551,0.20808944,0.2152099,0.11152173,355.484126984127,0.21911169821601018,2
672.0,150.0416305603426,0.07867872794085415,0.37510736104380843,0.8442477,0.7240847,0.70540214,0.20554675,0.21364437,0.11127556,391.00793650793645,0.20632075313712533,2
591.0,177.11269837220811,0.1684116346839028,0.2367543381070429,0.7406612,0.6631753,0.81129956,0.1804328,0.22870101,0.103210926,355.72089947089944,0.2126976462629159,3
560.0,136.07716446627535,0.6148547529644103,0.3800383194888773,0.7455683,0.6140506,0.6642257,0.25459382,0.2741385,0.12903807,569.9457671957673,0.17906766564604173,0
561.0,169.1126983722081,0.1425811275999803,0.24650190891829185,0.80493695,0.6739896,0.6971639,0.22719514,0.24776684,0.12027607,515.239417989418,0.15536776424298487,1
559.0,188.94722215136414,0.32779871367532915,0.19676173755169873,0.9121849,0.79156667,0.74415267,0.12202159,0.13647051,0.089465804,286.04761904761904,0.25782559718656506,7
732.0,137.55634918610406,0.09972574896998135,0.4861381044274499,0.934939,0.8142757,0.75364643,0.115082555,0.13309143,0.073969685,143.89814814814815,0.3293201123630424,7
305.0,132.14823227814082,0.7812813350791037,0.21947597513633807,0.6345788,0.4929922,0.6531512,0.24949348,0.27158788,0.116291694,453.6878306878306,0.12066739288513445,3
