area,eccentricity,solidity,contrast,homogeneity,label
368.0,0.8199103603919426,0.8699763593380615,231.22619047619054,0.2528745528244434,2
366.0,0.286147427368194,0.9708222811671088,463.17063492063494,0.13605984999834506,1
573.0,0.44927468193905284,0.7785326086956522,329.9854497354497,0.11984796493305878,5
506.0,0.6332971450115915,0.755223880597015,488.8531746031745,0.14778417827519716,4
258.0,0.807256302622078,0.9520295202952029,527.7500000000001,0.20902136279209682,6
355.0,0.4266792730228774,0.9646739130434783,504.48544973544983,0.15839904860698478,1
477.0,0.6468991695602366,0.8594594594594595,446.9126984126984,0.16366886106462813,0
326.0,0.6075941060329383,0.8624338624338624,528.9047619047618,0.13856796249414968,1
627.0,0.5022022316456357,0.8542234332425068,425.70899470899474,0.10168693761489166,3
297.0,0.31364515987372926,0.954983922829582,519.691798941799,0.127450106191983,1
456.0,0.3727450638602109,0.8351648351648352,437.9537037037037,0.13391822076703372,3
272.0,0.6409613177911819,0.8267477203647416,671.2685185185185,0.12709305896539141,0
279.0,0.8499541490860761,0.8454545454545455,264.4404761904762,0.13331574265266283,2
145.0,0.6284473506734763,0.6444444444444445,286.47222222222223,0.1917631038781911,7
214.0,0.3404736057135995,0.9469026548672567,508.9206349206348,0.20275480786612954,1
344.0,0.3583896221923891,0.9662921348314607,625.1309523809523,0.09114173849172622,1
409.0,0.42008550175856363,0.7941747572815534,484.58994708994715,0.11611871802543312,1
575.0,0.42084737637348074,0.756578947368421,574.5410052910051,0.08256811666898815,3
255.0,0.2582987845754671,0.9659090909090909,538.494708994709,0.18879167861709278,1
330.0,0.15556010647458787,0.9734513274336283,468.9351851851851,0.12707815610467318,1
399.0,0.5044589135216664,0.9279069767441861,515.6362433862433,0.1375132206891383,1
461.0,0.3433191949441633,0.878095238095238,678.7261904761904,0.10254330160077263,1
255.0,0.8350407753585646,0.9444444444444444,559.9616402116403,0.1770379059945744,6
373.0,0.7604550539141867,0.9009661835748792,366.26322751322743,0.12867931045734696,3
255.0,0.2996652208343644,0.9659090909090909,626.021164021164,0.10013215220949873,1
234.0,0.3965460374092303,0.7267080745341615,324.8756613756613,0.1659037026336836,7
339.0,0.7909561556944267,0.875968992248062,459.72619047619054,0.1605730963091125,2
183.0,0.800229407087274,0.8472222222222222,363.02777777777777,0.16719340694037255,2
518.0,0.4376736674132269,0.7993827160493827,370.93253968253964,0.10314955080684177,6
110.0,0.23336491784690153,0.9482758620689655,303.8584656084656,0.34226372641443936,2
285.0,0.7858480951980089,0.6850961538461539,422.4351851851852,0.10975881995997844,7
657.0,0.2315811159232671,0.8783422459893048,352.3306878306879,0.10924809527928475,5
483.0,0.369320866417674,0.7983471074380165,521.7354497354497,0.1147440580102059,6
208.0,0.8934576247747021,0.7969348659003831,318.34656084656086,0.2199924975219079,7
493.0,0.6847177769004182,0.8029315960912052,388.7645502645502,0.1516886557930499,6
373.0,0.6587718935957757,0.8923444976076556,531.7222222222222,0.14386888715578527,1
382.0,0.6677312923897979,0.8842592592592593,428.9179894179894,0.1338311309325534,2
377.0,0.8342172741791013,0.9496221662468514,569.5092592592594,0.11499747204964754,6
358.0,0.6359695627167264,0.9649595687331537,421.4470899470899,0.16560322032654262,6
375.0,0.18355878213827734,0.9640102827763496,442.6679894179894,0.16004152089994078,6
663.0,0.4033391124167327,0.8700787401574803,277.72222222222223,0.1308418048092262,1
456.0,0.6462283083139317,0.8994082840236687,407.1018518518519,0.10798069000782144,1
59.0,0.40561436030694487,0.9516129032258065,272.0224867724868,0.3263407175654371,7
465.0,0.5871183692498594,0.850091407678245,392.19179894179894,0.1234745442833805,1
385.0,0.8217044909755998,0.7841140529531568,647.2791005291006,0.17836110137716787,0
522.0,0.6362993515489621,0.90625,408.34523809523813,0.09480975062863736,3
455.0,0.480964047952745,0.6811377245508982,306.5277777777778,0.11463627023289419,7
431.0,0.6527060052491784,0.8193916349809885,496.64550264550263,0.17498711180977333,3
443.0,0.6529605361019821,0.8249534450651769,377.8214285714286,0.11356591141551693,1
323.0,0.2703134151277919,0.9641791044776119,639.2314814814815,0.12399229177912867,3
390.0,0.8306238406787577,0.7910750507099391,525.2896825396824,0.13699241779903962,3
228.0,0.7412990621933224,0.8603773584905661,429.6693121693121,0.24010842531925483,2
298.0,0.3860533528873316,0.9706840390879479,544.9457671957672,0.16161291790916052,1
317.0,0.2178561516443557,0.9664634146341463,516.2023809523811,0.12836455093778038,6
308.0,0.8042387881604484,0.8169761273209549,476.2724867724868,0.18609415374358385,6
301.0,0.3834266597096244,0.9709677419354839,471.81481481481495,0.24724631267034836,1
332.0,0.5967549364560043,0.9171270718232044,390.0568783068783,0.12973661463549838,3
506.0,0.7730454906536132,0.812199036918138,556.8994708994709,0.09585786051640421,6
393.0,0.7143475567032304,0.7586872586872587,539.8359788359788,0.12063832216198708,4
724.0,0.2853393024953133,0.9282051282051282,545.6732804232805,0.08942854507078522,6
362.0,0.5800052262821335,0.7921225382932167,527.3531746031746,0.10534512600757397,6
473.0,0.6693772155707947,0.8678899082568807,485.6111111111111,0.10300872397476415,1
267.0,0.6014880441586999,0.8557692307692307,460.2354497354498,0.12489095021755109,6
625.0,0.32545932603833966,0.8095854922279793,318.2248677248677,0.11254290340685837,6
358.0,0.6312615719361946,0.9156010230179028,683.7089947089947,0.1035420931158533,6
382.0,0.42775983740589446,0.7609561752988048,566.9365079365078,0.11722556898617231,1
267.0,0.15424341551510537,0.9709090909090909,470.4232804232804,0.22214995286895434,1
353.0,0.35208865598783545,0.9566395663956639,469.4140211640212,0.1047049942923432,1
173.0,0.7698675316308462,0.7757847533632287,404.2116402116402,0.17919858910320818,2
589.0,0.38782260965339693,0.7679269882659713,590.8280423280423,0.08779026105272819,0
86.0,0.36835515481792575,0.945054945054945,109.66402116402115,0.3037319506899085,7
316.0,0.3171295698445914,0.9634146341463414,402.45105820105823,0.1469697410633572,6
392.0,0.64805047964494,0.9849246231155779,402.8465608465608,0.20637599342705787,3
361.0,0.24185312549636773,0.9575596816976127,459.52380952380946,0.10499483786690822,6
191.0,0.7553928339469056,0.8127659574468085,316.1124338624338,0.24027219960372992,2
453.0,0.6305355350771785,0.825136612021858,319.505291005291,0.1666466223664737,3
237.0,0.4877448740660223,0.9595141700404858,579.9629629629629,0.17347761827307198,0
601.0,0.5737248783188801,0.9449685534591195,305.13888888888886,0.13020332907836996,3
98.0,0.3066943264262152,0.9333333333333333,97.78174603174602,0.3387275172506237,7
596.0,0.6915081119980914,0.8587896253602305,411.6388888888888,0.10618996371320295,3
203.0,0.3701979253653275,0.9485981308411215,223.54232804232805,0.21495437855343888,2
475.0,0.8567771736334161,0.8845437616387337,575.9351851851852,0.14379821696358505,3
201.0,0.772907656102443,0.6525974025974026,303.6124338624339,0.12832336185111662,7
241.0,0.9535163310522824,0.7151335311572701,193.44973544973544,0.15315733598523187,7
476.0,0.7324504739775537,0.725609756097561,342.6375661375662,0.14652914192005917,2
424.0,0.7625718347380493,0.7851851851851852,527.2050264550265,0.12497807769198466,4
580.0,0.33123322939106076,0.7702523240371846,624.649470899471,0.0942098504376124,3
147.0,0.9093886433237627,0.8076923076923077,381.4007936507937,0.2129917850900569,7
425.0,0.5901025271982346,0.814176245210728,431.9179894179895,0.10145639946309887,1
405.0,0.5137969877192741,0.8472803347280334,358.97354497354496,0.16980237148264668,3
304.0,0.7712338052396381,0.8021108179419525,325.2420634920635,0.19414264644696133,2
194.0,0.7966510837594609,0.8049792531120332,261.36507936507934,0.1315055054268421,7
283.0,0.2913895246961978,0.9658703071672355,505.57142857142867,0.22947750185762936,1
330.0,0.6859409944572108,0.88,420.1878306878307,0.11234630916109978,1
503.0,0.6354674245141474,0.8554421768707483,373.6494708994708,0.12123020358435309,3
247.0,0.35752103286582465,0.9724409448818898,314.6044973544973,0.29004759177654804,3
576.0,0.5863227695649695,0.7346938775510204,429.33333333333326,0.10073935795788067,6
638.0,0.6235912160454943,0.8960674157303371,396.2632275132275,0.1282743461132866,3
370.0,0.7487235338620644,0.9068627450980392,403.2010582010583,0.2130189944045831,6
250.0,0.2868654646070831,0.9689922480620154,538.6243386243386,0.15626353522025066,6
287.0,0.7947609726882152,0.82,249.2116402116402,0.26334121150229906,2
173.0,0.8395841362368182,0.8357487922705314,204.22222222222226,0.31474456845773824,7
268.0,0.08821216631778722,0.9816849816849816,405.33994708994703,0.11538392772019908,3
593.0,0.569589875930618,0.8772189349112426,360.2830687830688,0.11099582902628742,1
311.0,0.2908972239066493,0.9688473520249221,480.8558201058201,0.1324533029825939,1
90.0,0.6283723274796005,0.9574468085106383,235.01322751322752,0.20762927935039752,7
355.0,0.6380631759954084,0.8123569794050344,443.8822751322751,0.24456727650674304,6
522.0,0.3336311966065447,0.72,513.9470899470899,0.11073404837871234,6
282.0,0.47496445394733877,0.9009584664536742,561.373015873016,0.17238466639176053,1
117.0,0.8854086299580979,0.7905405405405406,188.01984126984127,0.19464132084721722,7
258.0,0.26480989335161814,0.9591078066914498,356.63492063492066,0.1876465522758067,6
338.0,0.36585611937907137,0.9575070821529745,479.06878306878303,0.10679035546208425,6
350.0,0.45356535951503874,0.958904109589041,527.8293650793652,0.13749893394904555,6
446.0,0.5218670441882293,0.7636986301369864,786.4007936507936,0.12878651217670176,0
395.0,0.8421139146518666,0.7328385899814471,392.01455026455017,0.1717378803417475,4
260.0,0.43518010195288515,0.9701492537313433,385.6362433862434,0.2538414510448477,2
476.0,0.33738654986045885,0.7311827956989247,478.27777777777794,0.1318985136549826,3
260.0,0.9146131318354258,0.8360128617363344,277.9179894179895,0.39174253613826215,2
316.0,0.7413777726981161,0.8293963254593176,185.23809523809527,0.19449198435606413,7
531.0,0.48561449265585876,0.8879598662207357,475.57539682539675,0.1430206903014044,3
249.0,0.5846186071176108,0.9576923076923077,561.6547619047618,0.11547434776634524,6
292.0,0.4885238236038962,0.9668874172185431,602.8174603174604,0.1625592886587071,6
292.0,0.2424859796339084,0.9511400651465798,496.8690476190477,0.18428700476297866,1
369.0,0.7071637621730559,0.8891566265060241,419.72751322751327,0.11923656026034529,5
377.0,0.6219246759920632,0.8849765258215962,491.7724867724868,0.1279840001238766,3
298.0,0.8188014763302144,0.8764705882352941,231.65343915343917,0.21311614206486146,2
414.0,0.6004036408918656,0.8922413793103449,595.8756613756615,0.12912528799731082,3
436.0,0.8664836927387748,0.8482490272373541,448.3756613756614,0.13113730724923617,0
327.0,0.40204680169530327,0.9533527696793003,377.8994708994709,0.20492059375945343,1
199.0,0.9192253178405064,0.7031802120141343,234.5026455026455,0.18935373385559134,7
597.0,0.5661060472954638,0.8089430894308943,386.2473544973544,0.1224135638485696,3
573.0,0.57251855702714,0.7722371967654986,371.4219576719576,0.10639424806803319,3
275.0,0.7753775463663228,0.7554945054945055,276.3386243386244,0.10298268078280004,7
469.0,0.5821517962982616,0.8271604938271605,696.4682539682541,0.11447461368431655,0
131.0,0.8883856999178213,0.8675496688741722,200.71031746031744,0.2463594908486872,7
191.0,0.25642415688754217,0.9695431472081218,355.71164021164026,0.17000834653043229,6
261.0,0.7697307619001341,0.7981651376146789,579.6891534391534,0.17277910772232896,4
296.0,0.9045622923187738,0.7708333333333334,410.99735449735454,0.1132668702325309,2
125.0,0.39511358796473145,0.9615384615384616,375.29629629629636,0.15744270749392042,7
246.0,0.26870058559654514,0.9498069498069498,457.06613756613757,0.21225973701879633,6
155.0,0.1583716156449278,0.9567901234567902,430.37433862433863,0.15876518537575393,2
402.0,0.39760760165024206,0.7976190476190477,407.6428571428571,0.10064556316721342,6
359.0,0.2663433197186833,0.9650537634408602,490.82539682539687,0.1584439800267169,6
442.0,0.8282667714001667,0.7963963963963964,882.5542328042328,0.0973996825716014,0
562.0,0.5489531378047909,0.8028571428571428,452.25,0.11160276978577902,3
269.0,0.7927835075050651,0.8053892215568862,356.32539682539687,0.1323486400505321,2
538.0,0.688336404472788,0.8226299694189603,462.4920634920636,0.1138887113447621,3
494.0,0.7865195568951324,0.7993527508090615,611.1375661375662,0.17516249407122264,0
405.0,0.5550063199159352,0.6982758620689655,248.6865079365079,0.12365561750966271,7
494.0,0.7273895162852123,0.7329376854599406,498.77513227513225,0.10181870017107472,6
418.0,0.5694965793476536,0.8212180746561886,505.5343915343916,0.09158329892570657,6
293.0,0.7048635400573222,0.8851963746223565,472.36640211640207,0.11689751328296269,6
474.0,0.6855561032846332,0.8229166666666666,406.3068783068783,0.1396800261768448,6
286.0,0.484591608305679,0.9629629629629629,402.7936507936507,0.17346105370106912,6
322.0,0.6625816274613237,0.8407310704960835,468.4444444444444,0.16873665375829117,3
487.0,0.5727918536482816,0.7345399698340875,427.6362433862434,0.11746426961647707,3
513.0,0.7219577959040719,0.7691154422788605,374.18783068783074,0.11755449213178173,6
119.0,0.3026912452886587,0.952,248.00132275132273,0.24794981538459152,2
445.0,0.7091008938456482,0.768566493955095,600.9801587301589,0.1027767595899827,3
220.0,0.6100209319782359,0.9523809523809523,387.3531746031745,0.23145170632102355,2
258.0,0.3076940954119984,0.9626865671641791,497.09920634920644,0.14117339216120373,3
305.0,0.17929445092053814,0.9591194968553459,373.32804232804233,0.17885923300027287,3
472.0,0.49321984363187277,0.9254901960784314,422.4484126984127,0.1006261021997235,3
286.0,0.8860125774004952,0.8362573099415205,502.21296296296305,0.1752070742101406,6
305.0,0.3606816126183798,0.9561128526645768,609.5277777777778,0.1772015215402087,1
265.0,0.5505219238301883,0.9330985915492958,476.9497354497355,0.12379301406422741,6
466.0,0.5572357208869823,0.7871621621621622,553.3452380952381,0.09725890401449369,6
274.0,0.6890991391204199,0.8379204892966361,457.36772486772486,0.2276599448177681,6
369.0,0.7575612054137466,0.7454545454545455,694.265873015873,0.09888665736622455,0
274.0,0.6219121134881281,0.845679012345679,691.568783068783,0.13528158636988388,0
259.0,0.14701122373677467,0.9773584905660377,575.3875661375662,0.1231582524531614,6
312.0,0.630193265075047,0.859504132231405,534.973544973545,0.13592816269983335,1
118.0,0.896466475475349,0.7283950617283951,391.63227513227514,0.15930077873111453,7
528.0,0.4941481054427452,0.8557536466774717,564.1825396825398,0.0915216458885168,3
501.0,0.5682343876497892,0.8093699515347335,379.61772486772486,0.1431690212217203,0
342.0,0.3593636074108366,0.9688385269121813,470.1970899470899,0.113804711826413,6
409.0,0.6443558935834431,0.7850287907869482,580.2076719576719,0.14415186157572746,0
526.0,0.6660129478810198,0.7957639939485628,478.0357142857142,0.10817712933838895,6
404.0,0.8538254064637221,0.7453874538745388,452.87301587301585,0.15488848293502894,4
124.0,0.8789708527951482,0.7005649717514124,226.79894179894185,0.23685001909449827,7
375.0,0.45780840300964293,0.8152173913043478,443.21296296296293,0.13730632399893195,3
415.0,0.7974662136990174,0.7742537313432836,625.8452380952382,0.10411928728821349,1
420.0,0.8799167732416121,0.7622504537205081,674.4444444444443,0.14431328928572243,6
538.0,0.778854809610531,0.8594249201277955,485.26984126984127,0.11606615583906918,3
518.0,0.5805137609256055,0.8794567062818336,494.69179894179894,0.0865015759274145,5
367.0,0.7099487081669142,0.6588868940754039,631.9338624338625,0.09990924250716966,4
399.0,0.5757252929040332,0.888641425389755,547.4206349206349,0.11889847258461755,1
130.0,0.4285615221708452,0.9629629629629629,342.08994708994703,0.2331139087702178,2
379.0,0.8592063306752382,0.740234375,640.936507936508,0.15657328703511642,1
304.0,0.31205070632645543,0.9589905362776026,476.72089947089955,0.18125759854409412,1
517.0,0.6409412709130328,0.8352180936995154,401.87698412698415,0.16316722032864311,6
539.0,0.3074553367273704,0.6875,519.3425925925925,0.08849396099140248,5
294.0,0.7418251369999732,0.8166666666666667,466.6507936507937,0.1592427186203119,6
580.0,0.7175918409352149,0.8529411764705882,312.8928571428571,0.16778855922011182,2
272.0,0.2790156840650866,0.9784172661870504,565.3267195767196,0.20644845244012688,6
354.0,0.8888507676645196,0.8827930174563591,904.5753968253969,0.08683517693327077,0
251.0,0.4168366440980565,0.9616858237547893,494.82671957671965,0.15123432710899926,0
331.0,0.46945007835427305,0.9880597014925373,687.8082010582011,0.1328771811827993,1
585.0,0.5256360112666977,0.8393113342898135,455.17328042328046,0.08295265114871939,5
356.0,0.7787110133273938,0.7235772357723578,707.8253968253969,0.07801026367862299,4
205.0,0.36811084717372594,0.9808612440191388,554.0423280423281,0.15074119194026867,4
312.0,0.4363452718968301,0.9659442724458205,560.8002645502645,0.11734039621351305,1
172.0,0.4121521305000432,0.9662921348314607,391.58333333333337,0.1563539807990746,2
413.0,0.8454144329666011,0.7705223880597015,611.7182539682541,0.13512069914947,5
140.0,0.8882058589006105,0.8,248.9034391534391,0.22302700011859977,7
241.0,0.46524511678603436,0.7953795379537953,330.32539682539687,0.24435509051656412,2
512.0,0.5911641369614207,0.8126984126984127,481.1164021164022,0.14621686882371215,6
406.0,0.40451263837739887,0.8268839103869654,408.70767195767206,0.20452724756271196,2
380.0,0.6586517442026905,0.9047619047619048,648.7103174603175,0.0978778588467739,1
491.0,0.47684746392380056,0.8911070780399274,358.79100529100526,0.1295738230133407,3
387.0,0.5356014816439677,0.9063231850117096,571.718253968254,0.12595200675912663,0
449.0,0.6213478080526149,0.7508361204013378,370.9047619047619,0.15424674941306393,1
249.0,0.915809544967229,0.6657754010695187,224.4695767195767,0.1496895231213285,7
368.0,0.19184092152767163,0.8251121076233184,625.6230158730159,0.10358316818788064,3
81.0,0.9468212590410483,0.75,357.2328042328042,0.18429967404963712,7
439.0,0.792508815155345,0.8361904761904762,459.01719576719574,0.10476604432517685,6
243.0,0.2329779604342132,0.9529411764705882,419.73280423280414,0.30493355007622197,1
392.0,0.5427497696025015,0.8789237668161435,556.7552910052912,0.1461287215368741,6
477.0,0.3304751278206475,0.853309481216458,628.9193121693122,0.09391151527452102,3
239.0,0.47922138010327575,0.956,425.94444444444446,0.2019980530710546,2
589.0,0.11878458263135878,0.8978658536585366,366.2328042328042,0.10708299838459376,5
196.0,0.3929691325318926,0.9655172413793104,512.7724867724868,0.1692980485757341,4
562.0,0.7001306823406216,0.8252569750367107,307.07142857142867,0.18213874411788045,2
186.0,0.5311858659461746,0.9637305699481865,312.09523809523813,0.27926675635314874,2
362.0,0.713007116761675,0.8497652582159625,441.1124338624338,0.12036999600839438,6
569.0,0.5825339167395456,0.8890625,418.35052910052906,0.10570409973222104,5
444.0,0.6164816285293222,0.8299065420560747,422.62962962962973,0.09865150771298081,5
276.0,0.15814236114816463,0.9787234042553191,525.0687830687831,0.15383638425615662,1
305.0,0.7089098076441515,0.9651898734177216,702.1785714285714,0.10528177920084608,6
354.0,0.7597561228880986,0.8388625592417062,449.5105820105821,0.12529454266036233,6
232.0,0.30688897352338323,0.9354838709677419,383.66005291005297,0.14607233084150711,6
243.0,0.25721592125189663,0.9418604651162791,501.1494708994708,0.19109901442724067,1
203.0,0.46610676386300004,0.7718631178707225,242.8267195767196,0.33489469059226384,7
246.0,0.17235698595438778,0.9609375,488.8465608465608,0.14768997091288,6
542.0,0.5544194054712747,0.7217043941411452,381.9391534391534,0.15019540889463126,6
359.0,0.6815216501598891,0.8842364532019704,490.89682539682536,0.11950672661094856,3
541.0,0.5858000831197964,0.758765778401122,475.82275132275134,0.0991704374520562,6
84.0,0.8443954309641769,0.5957446808510638,286.38624338624334,0.18626108379465667,7
214.0,0.8213836705799753,0.852589641434263,588.2169312169314,0.17580184387719067,2
150.0,0.8997130831802698,0.8064516129032258,214.6058201058201,0.1544925640650731,7
317.0,0.5432298058040282,0.8854748603351955,664.1917989417989,0.11950690248280427,3
618.0,0.6043344227848015,0.8803418803418803,528.2738095238095,0.09518637615111064,5
333.0,0.32423519755191366,0.9568965517241379,524.7433862433863,0.1140395500334928,1
371.0,0.927956808360938,0.8153846153846154,192.49338624338623,0.26388984707604857,2
446.0,0.5032358276540055,0.87109375,529.7513227513227,0.10492164795545496,0
373.0,0.6659921280156252,0.9097560975609756,506.0820105820107,0.11608799897295069,3
234.0,0.44469020897395095,0.7932203389830509,221.3121693121693,0.17909432590313334,7
176.0,0.9220406838680388,0.822429906542056,231.75793650793648,0.179865566109674,7
312.0,0.6144060955995525,0.9017341040462428,519.0026455026455,0.15397127788810086,1
573.0,0.5176328509315061,0.8708206686930091,481.24735449735454,0.09298320010533129,6
583.0,0.5231225251647639,0.8873668188736682,369.1798941798941,0.12705806532912092,3
340.0,0.6047384225973402,0.5097451274362819,254.91005291005294,0.12580650704804255,7
470.0,0.7198257546140849,0.8623853211009175,602.1587301587301,0.11188976627478767,6
502.0,0.5223410580372727,0.8057784911717496,427.25661375661366,0.13206083402560037,5
130.0,0.8975963620051877,0.8024691358024691,283.7685185185185,0.15417799002741123,7
664.0,0.331918128077871,0.8713910761154856,278.54629629629636,0.11075322762715922,1
364.0,0.812386366685339,0.7054263565891473,717.2063492063493,0.07824418288318477,4
356.0,0.41778593700040384,0.9595687331536388,399.7817460317461,0.14086047902900706,3
339.0,0.22906415875652217,0.9713467048710601,509.60317460317464,0.08451261831802268,1
414.0,0.7578850824957946,0.7961538461538461,599.9801587301587,0.11827822538676078,3
224.0,0.9313730968754227,0.7777777777777778,276.6560846560847,0.2617649864837862,7
277.0,0.7452600444758347,0.6266968325791855,341.1798941798942,0.13974925976281405,7
443.0,0.3468448136295811,0.8949494949494949,469.18783068783074,0.10838071878943537,3
377.0,0.5011763060859926,0.952020202020202,329.60052910052906,0.20675947186787452,3
357.0,0.6137079653742272,0.7422037422037422,426.436507936508,0.11992020459042922,6
340.0,0.6900948065705849,0.7068607068607069,502.60978835978835,0.14680443693404555,2
273.0,0.3340648539131249,0.9039735099337748,528.4947089947091,0.1997603570432584,6
348.0,0.4181327096351761,0.8656716417910447,525.1111111111111,0.09416347517134438,6
398.0,0.5537432975693797,0.9128440366972477,530.1335978835979,0.1493744854567878,3
234.0,0.46681253628827546,0.9551020408163265,373.047619047619,0.2584418132445803,6
291.0,0.8577998120455709,0.7907608695652174,428.9841269841271,0.1345037308293402,4
422.0,0.5908289022594869,0.8131021194605009,530.9761904761905,0.11369331817796467,6
285.0,0.6913358212625432,0.7723577235772358,687.3862433862433,0.2593921884418112,2
312.0,0.27436720427504036,0.9719626168224299,524.7235449735449,0.1414040056049452,1
230.0,0.3522596370870299,0.9465020576131687,354.69047619047615,0.22877172793871614,2
315.0,0.6679750239002613,0.7517899761336515,428.4563492063492,0.13173872439827422,2
485.0,0.5016513500169326,0.8220338983050848,459.10185185185185,0.10861886395866469,1
469.0,0.5238145542801679,0.938,466.43253968253975,0.11316978294975469,3
182.0,0.3585924077737466,0.6190476190476191,287.87433862433863,0.12047154433059334,7
381.0,0.29364230774834665,0.9719387755102041,593.0515873015872,0.08924732440726318,1
327.0,0.6883746214117683,0.8814016172506739,415.0515873015873,0.19302151795064523,1
494.0,0.3520466398810502,0.7439759036144579,339.473544973545,0.10618387678443855,5
368.0,0.837614954889636,0.6153846153846154,405.27248677248684,0.18243114379212105,2
550.0,0.6178620470719229,0.7670850767085077,271.9708994708995,0.12248165225298405,1
225.0,0.5627405946019035,0.9259259259259259,699.4285714285714,0.1862394860829602,3
480.0,0.7657756473638815,0.817717206132879,665.8584656084655,0.09438301339216759,0
586.0,0.47866987126742455,0.8759342301943199,540.5370370370371,0.08054573219099985,5
552.0,0.5356940029394271,0.7677329624478443,663.9669312169312,0.08873285662217714,1
392.0,0.7576827420564509,0.7495219885277247,432.13888888888897,0.12121228578057794,6
321.0,0.7393283312482966,0.8722826086956522,378.60714285714283,0.16779180913337424,6
167.0,0.8729887862199973,0.755656108597285,144.71560846560845,0.25377144988932515,7
435.0,0.5330553047299126,0.8161350844277674,507.94312169312167,0.09102255532331666,4
436.0,0.4756874761081669,0.7758007117437722,526.6970899470899,0.08257594610848805,6
257.0,0.21881639654599086,0.969811320754717,519.9973544973545,0.16247864392445605,1
539.0,0.7254850144879237,0.8356589147286821,309.33862433862436,0.1679408920965783,3
167.0,0.6559482696127484,0.8789473684210526,349.2473544973545,0.18226341205360594,7
385.0,0.299575773116586,0.9697732997481109,407.67328042328046,0.13315607842112295,1
